POSTCODE,ID,NAME,Type,LATITUDE,LONGITUDE
LU40UN,P64T,SMITH P & I LTD,Pharmacy,51.901694,-0.495948
LU48BN,FH997,AVICENNA PHARMACY,Dispensary,51.886173,-0.430353
LU48BY,Y02332,KINGSWAY HEALTH CENTRE,Surgery,51.889758,-0.441683
LU48BY,P1RF,RAZA MEDICS LIMITED,Pharmacy,51.889758,-0.441683
LU48BY,FA660,DR PHARMACY,Dispensary,51.889758,-0.441683
LU48BY,E81065,MEDINA MEDICAL CENTRE,Surgery,51.889758,-0.441683
LU48BY,FF600,AVICENNA PHARMACY,Dispensary,51.889758,-0.441683
LU48DE,FK587,MAKAN'S PHARMACY,Dispensary,51.891873,-0.450005
LU48DE,P89C,MAKAN'S PHARMACY,Pharmacy,51.891873,-0.450005
LU48DG,E81016,LISTER HOUSE SURGERY,Surgery,51.89192,-0.4515
LU48HX,P37K,RANK CHEMIST,Pharmacy,51.888431,-0.431829
LU48HX,FEP39,RANK PHARMACY,Dispensary,51.888431,-0.431829
LU48JD,E81063,CONWAY MEDICAL CENTRE,Surgery,51.887797,-0.433536
LU48JJ,FGF20,WESTBOURNE PHARMACY,Dispensary,51.886841,-0.431245
LU48JJ,P96F,WESTBOURNE PHARMACY LTD,Pharmacy,51.886841,-0.431245
LU48SB,Y03586,DR N HERODOTOU PALLIATIVE MEDICINE,Surgery,51.88705,-0.443647
LU49FJ,E81025,THE OAKLEY SURGERY,Surgery,51.899506,-0.466461
LU49FJ,FDR63,OAKLEY PHARMACY,Dispensary,51.899506,-0.466461
LU49JF,P3Q1,NOAH PHARMA LTD,Pharmacy,51.907722,-0.469013
LU49NN,E81612,DRS MIRZA SUKHANI & PARTNERS,Surgery,51.904893,-0.472016
LU49PG,FQX43,AVICENNA PHARMACY,Dispensary,51.905846,-0.47133
LU49QD,FA466,JARDINES PHARMACY,Dispensary,51.901123,-0.462903
LU49QZ,E81010,DR WHM MATTA'S PRACTICE,Surgery,51.902018,-0.457738
LU54AP,FQE61,MAYFIELD PHARMACY,Dispensary,51.878475,-0.505556
LU54AP,P4C8,MAYFIELD PHARMACY,Pharmacy,51.878475,-0.505556
LU54JD,FPX06,ASDA PHARMACY,Dispensary,51.889129,-0.520436
LU54JU,FE049,TESCO IN STORE PHARMACY,Dispensary,51.889638,-0.484831
LU54NP,FQC98,AVICENNA PHARMACY,Dispensary,51.892757,-0.498111
LU54RF,FPC59,LLOYDSPHARMACY,Dispensary,51.887638,-0.510633
LU54RH,FKP98,BOOTS PHARMACY,Dispensary,51.887135,-0.52057
LU54RS,E81045,KINGSBURY COURT SURGERY,Surgery,51.886843,-0.518124
LU54RU,E81635,EASTGATE SURGERY,Surgery,51.886118,-0.519881
LU55ES,P65W,CORPS B (CHEMIST) LTD,Pharmacy,51.904985,-0.519377
LU55ES,FPX93,LLOYDSPHARMACY,Dispensary,51.904985,-0.519377
LU55EZ,P2E6,MR BS PARKASH,Pharmacy,51.905789,-0.518867
LU55EZ,E81027,HOUGHTON REGIS MEDICAL CENTRE,Surgery,51.905789,-0.518867
LU55EZ,FRR79,HOUGHTON REGIS PHARMACY,Dispensary,51.905789,-0.518867
LU56BY,P4CP,PHARMAG LTD,Pharmacy,51.947158,-0.53319
LU56DE,E81034,TODDINGTON MEDICAL CENTRE,Surgery,51.945783,-0.530373
LU56DE,FJ560,TUDA PHARMACY,Dispensary,51.945783,-0.530373
LU61LN,FWH58,JHOOTS PHARMACY,Dispensary,51.890733,-0.52718
LU61LN,P465,ROSMARIE FINCH CHEMIST,Pharmacy,51.890733,-0.52718
LU61SF,E81009,WEST STREET SURGERY,Surgery,51.884638,-0.525854
LU61SF,Y06152,PC EXT ACCESS CHILTERN VALE HEALTH,Surgery,51.884638,-0.525854
LU61SX,P83R,WEST STREET PHARMACY,Pharmacy,51.885769,-0.52213
LU61SX,FDF16,WEST STREET PHARMACY,Dispensary,51.885769,-0.52213
LU62HT,FNF16,EDLESBOROUGH PHARMACY,Dispensary,51.868423,-0.588625
LU62HT,K82079,EDLESBOROUGH SURGERY,Surgery,51.868423,-0.588625
LU62HT,P093,EDLESBOROUGH PHARMACEUTICAL SUPPLIES LTD,Pharmacy,51.868423,-0.588625
LU63BS,FTT68,LANGDALE PHARMACY,Dispensary,51.878054,-0.519938
LU63BS,P0TX,MR B PARKASH,Pharmacy,51.878054,-0.519938
LU63JH,E81052,KIRBY ROAD SURGERY,Surgery,51.883227,-0.526641
LU63RZ,FGM33,HERINGTON (CHEMISTS) LTD,Dispensary,51.885369,-0.51964
LU63RZ,P624,HERINGTON (CHEMISTS) LTD,Pharmacy,51.885369,-0.51964
LU63SU,Y02913,CHILTERN VALE DERMATOLOGY,Surgery,51.885662,-0.519311
LU63SU,E81014,PRIORY GARDENS SURGERY,Surgery,51.885662,-0.519311
LU70NE,K82061,ASHCROFT SURGERY,Surgery,51.898041,-0.71666
LU70NE,K82070,3W HEALTH,Surgery,51.898041,-0.71666
LU70NR,FWD53,JARDINES PHARMACY,Dispensary,51.895866,-0.720074
LU71AR,Y05217,LEIGHTON BUZZARD OPHTHALMOLOGY SERVICE,Surgery,51.919123,-0.664652
LU71AR,E81003,DR JL HENDERSON & PARTNERS,Surgery,51.919123,-0.664652
LU71AR,Y02167,THE KNOLLS REHAB,Surgery,51.919123,-0.664652
LU71DN,FTR05,ROSEHILL PHARMACY,Dispensary,51.916251,-0.663589
LU71DN,FK386,BOOTS PHARMACY,Dispensary,51.916251,-0.663589
LU71ER,FMK63,TESCO IN-STORE PHARMACY,Dispensary,51.918716,-0.668459
LU71EU,FL307,LLOYDSPHARMACY,Dispensary,51.916676,-0.661351
LU71LB,E81044,LEIGHTON ROAD SURGERY,Surgery,51.915779,-0.66795
LU71RS,FD698,PEAK PHARMACY,Dispensary,51.916304,-0.660203
LU71RS,E81004,SALISBURY HOUSE SURGERY,Surgery,51.916304,-0.660203
LU72PJ,FG827,TOUCHWOOD PHARMACY,Dispensary,51.918252,-0.687158
LU74SZ,FGW87,GROVEBURY PHARMACY,Dispensary,51.909446,-0.66129
LU79EP,P3VA,JT HEALTH LIMITED,Pharmacy,51.83534,-0.631823
LU79EP,FCA89,WINDMILL PHARMACY,Dispensary,51.83534,-0.631823
M111DA,FV047,PEAK PHARMACY,Dispensary,53.473649,-2.164901
M111DA,P84059,LIME SQUARE MEDICAL CENTRE,Surgery,53.473649,-2.164901
M111JG,P78F,C&C FAMILYCARE LTD,Pharmacy,53.472591,-2.162034
M111JG,P84042,FLORENCE HOUSE MEDICAL PRACTICE,Surgery,53.472591,-2.162034
M111LE,P693,BATCHABLE ENTERPRISE LTD,Pharmacy,53.472241,-2.16232
M111LE,FEH11,PHARMACO,Dispensary,53.472241,-2.16232
M113AA,P84041,CORNERSTONE FAMILY PRACTICE,Surgery,53.474422,-2.195097
M113BB,P84004,FIVE OAKS FAMILIY PRACTICE,Surgery,53.47569,-2.19447
M113BB,Y05072,NORTHERN HEALTH GPPO HUB 4,Surgery,53.47569,-2.19447
M113BE,FX739,ROWLANDS PHARMACY,Dispensary,53.475771,-2.194365
M114BD,P0H7,ASDA (JOHN EVANS),Pharmacy,53.48298,-2.193025
M114BD,FAA94,ASDA PHARMACY,Dispensary,53.48298,-2.193025
M114EJ,P84051,EASTLANDS MEDICAL CENTRE,Surgery,53.484308,-2.184157
M114EJ,P84032,DRS HANIF & BANNURU,Surgery,53.484308,-2.184157
M114EJ,P84637,DR KHAN'S PRACTICE,Surgery,53.484308,-2.184157
M114NE,FQ658,COHENS CHEMIST,Dispensary,53.484898,-2.180346
M114PA,FVY60,COHENS CHEMIST,Dispensary,53.481621,-2.170341
M11LY,FD532,BOOTS THE CHEMIST,Dispensary,53.481806,-2.237293
M11LY,FXD87,SUPERDRUG STORES,Dispensary,53.481806,-2.237293
M11PL,FEJ12,BOOTS THE CHEMIST,Dispensary,53.482927,-2.242815
M11PL,Y02849,CITY HEALTH CENTRE,Surgery,53.482927,-2.242815
M124JE,Y02960,NEW BANK HEALTH,Surgery,53.460123,-2.204384
M124NH,FTW72,ASDA PHARMACY,Dispensary,53.457804,-2.199358
M125ES,P5AT,F GOLDSMITH LTD,Pharmacy,53.467572,-2.199538
M125JE,P84052,WEST GORTON MEDICAL PRACTICE,Surgery,53.467205,-2.203859
M125JE,FLW48,COHENS CHEMIST,Dispensary,53.467205,-2.203859
M125RU,P84644,PARKSIDE SURGERY,Surgery,53.453189,-2.190843
M125SJ,P4H1W,MYMEDICARE LTD,Pharmacy,53.450131,-2.190723
M125SJ,FQ072,MYMEDICARE LTD,Dispensary,53.450131,-2.190723
M126AL,P3J7,MR WAQQAS SHEIKH,Pharmacy,53.468458,-2.221987
M126HG,P3Y2,MCR HEALTH LIMITED,Pharmacy,53.473978,-2.22253
M126JH,P84696,COMMUNITY PAEDIATRICIANS,Surgery,53.470746,-2.214271
M12BN,FEX27,BOOTS THE CHEMIST,Dispensary,53.477047,-2.229974
M12HY,Y02460,GMIS CATS,Surgery,53.479522,-2.23279
M130GX,P4FF,BURHAN HEALTHCARE LTD,Pharmacy,53.451738,-2.203062
M130PW,FAE39,MEDINET HEALTHCARE LTD,Dispensary,53.451275,-2.200999
M130PW,P4H6,MEDINET HEALTHCARE LIMITED,Pharmacy,53.451275,-2.200999
M130RQ,FCG77,MANCHESTER PHARMACY AND HEALTH CLINIC,Dispensary,53.455799,-2.199589
M130RR,P84689,LONGSIGHT MEDICAL PRACTICE,Surgery,53.457584,-2.201887
M130RR,FDK79,W & B (LONGSIGHT) LTD,Dispensary,53.457584,-2.201887
M130WQ,P00V,WISE (CHEMIST) LTD,Pharmacy,53.456107,-2.202285
M130WQ,P84026,DICKENSON ROAD MEDICAL CENTRE,Surgery,53.456107,-2.202285
M130WQ,FTH44,WISE (CHEMIST) LTD,Dispensary,53.456107,-2.202285
M130YL,P84009,AILSA CRAIG MEDICAL CENTRE,Surgery,53.454175,-2.208542
M139AB,P3FK,NABILA HUSSAIN LTD,Pharmacy,53.465676,-2.215844
M139AB,FL361,EVEREST PHARMACY,Dispensary,53.465676,-2.215844
M139UJ,P84611,"DR CHIU, KOH AND GAN",Surgery,53.469802,-2.22454
M139UJ,P84005,THE VALLANCE CENTRE,Surgery,53.469802,-2.22454
M139UJ,P84037,ARDWICK MEDICAL PRACTICE,Surgery,53.469802,-2.22454
M139UJ,FAD40,LLOYDSPHARMACY,Dispensary,53.469802,-2.22454
M139WL,Y00707,PCEC,Surgery,53.462436,-2.227711
M139WL,A99944,WITHINGTON BCSC,Surgery,53.462436,-2.227711
M13LY,P84683,THE DOC'S SURGERY,Surgery,53.476932,-2.238064
M144EP,FMR37,MEDICHEM PHARMACY,Dispensary,53.45306,-2.23671
M144EP,P2W8,MEDICHEM PHARMACY LTD,Pharmacy,53.45306,-2.23671
M144GP,P70R,NEWMASS LTD,Pharmacy,53.45875,-2.23745
M144GP,FKK72,NEWMASS PHARMACY,Dispensary,53.45875,-2.23745
M144GP,P0TM,MR ANWAR PATHAK,Pharmacy,53.45875,-2.23745
M144RL,P4V4,5 HEALTH NORTHWEST LTD,Pharmacy,53.453818,-2.244741
M144RL,FK649,IPHARMACY PRINCESS RD,Dispensary,53.453818,-2.244741
M144RL,P0HA,GEORGEMEAD LTD,Pharmacy,53.453818,-2.244741
M145AL,FRL97,A & A PHARMACY LTD,Dispensary,53.454575,-2.225092
M145AP,FJK62,LONGBOON PHARMACY,Dispensary,53.453851,-2.223614
M145AP,P4AR,MARWAY LTD,Pharmacy,53.453851,-2.223614
M145BY,P7CJ,WISE PHARMACY LTD,Pharmacy,53.458264,-2.218728
M145BY,FJH64,WISE PHARMACY LTD,Dispensary,53.458264,-2.218728
M145BY,P84023,SURREY LODGE PRACTICE,Surgery,53.458264,-2.218728
M145LQ,P84626,WILMSLOW ROAD SURGERY,Surgery,53.452153,-2.222822
M145LW,FE534,RUSHOLME PHARMACY,Dispensary,53.452244,-2.22225
M145LW,P2HY,NADIA MAHMOOD AND SHAHID RAZZAQ,Pharmacy,53.452244,-2.22225
M145NP,P10R,LONGBOON & WISE LTD,Pharmacy,53.454635,-2.226162
M145NP,FRX02,LONGBOON & WISE PHARMACY,Dispensary,53.454635,-2.226162
M145NP,P84072,THE ROBERT DARBISHIRE PRACTICE,Surgery,53.454635,-2.226162
M146BA,P4MJ,FTP HEALTHCARE LTD,Pharmacy,53.44119,-2.205451
M146FS,Y02890,HAWTHORN MC,Surgery,53.443216,-2.204544
M146NQ,FQH15,LADYBARN LANE CHEMIST,Dispensary,53.440952,-2.213957
M146SQ,P84018,MAULDETH MEDICAL CENTRE,Surgery,53.434839,-2.213428
M146SR,P4R4,ABRX PHARMA LIMITED,Pharmacy,53.434851,-2.212541
M146SR,FD346,MAULDETH PHARMACY,Dispensary,53.434851,-2.212541
M146SS,FEV16,LLOYDSPHARMACY,Dispensary,53.440756,-2.21793
M146WP,P84035,BODEY MEDICAL CENTRE,Surgery,53.440636,-2.214798
M146YL,P84639,FALLOWFIELD MEDICAL CENTRE,Surgery,53.438823,-2.21351
M147DA,P0M9,MR ZULFIQAR ALI,Pharmacy,53.446836,-2.238557
M147DA,FJG30,DAVINA CHEMIST,Dispensary,53.446836,-2.238557
M147DA,P7AC,MKA LTD,Pharmacy,53.446836,-2.238557
M147LE,FDW08,IPHARMA-C,Dispensary,53.447942,-2.238503
M14PB,P98M,CAMEOLORD LTD,Pharmacy,53.477101,-2.242613
M14RL,FRC23,BOOTS THE CHEMIST,Dispensary,53.4765,-2.242294
M154BQ,FMM28,ST LAWRENCE CHEMISTS,Dispensary,53.466537,-2.261263
M154EA,P84669,CORNBROOK MEDICAL PRACTICE,Surgery,53.468141,-2.259873
M155AS,FMA78,ASDA PHARMACY,Dispensary,53.461326,-2.247404
M155DD,P4DD,5 HEALTH SOLUTIONS LTD,Pharmacy,53.460456,-2.251226
M155TJ,P84630,THE ARCH MEDICAL PRACTICE,Surgery,53.46774,-2.249612
M155TL,P5A7,HORNES DISPENSING CHEMIST LTD,Pharmacy,53.467616,-2.249099
M155TL,FNV52,MANOR PHARMACY,Dispensary,53.467616,-2.249099
M156PQ,FMH71,FAITH PHARMACY,Dispensary,53.467295,-2.23831
M156PQ,P40C,FAITH PHARMACY,Pharmacy,53.467295,-2.23831
M15AE,FJG88,CAMEOLORD PHARMACY,Dispensary,53.477305,-2.243955
M160BH,FHR08,ELLIOTS PHARMACY WHALLEY RANGE,Dispensary,53.451473,-2.269649
M160BH,P4RK,EVEREST PHARMACY LTD,Pharmacy,53.451473,-2.269649
M160EH,P1KA,JARNAIL SINGH KANG,Pharmacy,53.447636,-2.268842
M160EH,P2M8,MANEET KAPOOR KAPOOR PHARMACY SERV/LTD,Pharmacy,53.447636,-2.268842
M160EH,P93F,MANLEY PHARMACY,Pharmacy,53.447636,-2.268842
M160EH,FX146,MANLEY PHARMACY,Dispensary,53.447636,-2.268842
M160FF,FKK51,EMPIRE PHARMACY,Dispensary,53.456007,-2.275189
M160FF,P3RT,EMPIRE MEDICINES LIMITED,Pharmacy,53.456007,-2.275189
M160LN,P2KH,OMAR FIAZ,Pharmacy,53.459403,-2.27607
M160LN,FMJ94,ELLIOTTS PHARMACY,Dispensary,53.459403,-2.27607
M160WL,FG385,EASYMED PHARMACY,Dispensary,53.459214,-2.276505
M167AP,P84635,THE WHITSWOOD PRACTICE,Surgery,53.455769,-2.253502
M167WW,P3CF,NESTBURG LTD,Pharmacy,53.459478,-2.258524
M168EB,P9AH,MR KG KHULLAR,Pharmacy,53.453063,-2.25713
M168EB,FF590,RANGE PHARMACY,Dispensary,53.453063,-2.25713
M168EB,P4HV,RANGE PHARMACY LIMITED,Pharmacy,53.453063,-2.25713
M168EE,P2RQ,MUHAMMAD MIAN,Pharmacy,53.452309,-2.257066
M168EE,FA536,EVEREST PHARMACY,Dispensary,53.452309,-2.257066
M168EE,P84039,THE RANGE MEDICAL CENTRE,Surgery,53.452309,-2.257066
M168NG,P84650,THE ALEXANDRA PRACTICE,Surgery,53.443126,-2.255745
M169HD,Y00480,TRAFFORD DRUG SERVICE,Surgery,53.465406,-2.268471
M169NH,FH060,WELL,Dispensary,53.459036,-2.264034
M169NW,FG889,LIMELIGHT PHARMACY,Dispensary,53.461412,-2.261969
M169NW,P91020,LIMELIGHT HEALTH AND WELLBEING HUB,Surgery,53.461412,-2.261969
M169RT,P84038,ASHVILLE SURGERY,Surgery,53.452519,-2.268044
M169WR,FXF96,G PENNANT ROBERTS,Dispensary,53.457695,-2.271872
M171JX,FLC48,TRUEPILL LTD,Dispensary,53.464265,-2.309163
M171JX,P4RL,TRUEPILL LTD,Pharmacy,53.464265,-2.309163
M178BD,FHE74,BOOTS THE CHEMIST,Dispensary,53.464652,-2.345558
M187BQ,P84050,MOUNT ROAD SURGERY,Surgery,53.45981,-2.1814
M187QT,FHF04,LLOYDSPHARMACY,Dispensary,53.457238,-2.18089
M188DF,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,Surgery,53.465466,-2.180174
M188LD,FQ258,TESCO IN-STORE PHARMACY,Dispensary,53.462403,-2.172479
M188LD,FJP71,LLOYDSPHARMACY,Dispensary,53.462403,-2.172479
M188LJ,P84028,GORTON MEDICAL CENTRE,Surgery,53.463168,-2.171985
M191FN,FLR31,BOOTS THE CHEMIST,Dispensary,53.432005,-2.200426
M191QP,FXA61,LANCEWISE PHARMACY,Dispensary,53.415026,-2.215527
M191QP,P02Q,LANCEWISE PHARMACY,Pharmacy,53.415026,-2.215527
M191TF,FJD64,TESCO INSTORE PHARMACY,Dispensary,53.418356,-2.213271
M191UG,P84022,KINGSWAY MEDICAL PRACTICE,Surgery,53.420137,-2.212694
M191WA,FQ061,LANCEWISE PHARMACY,Dispensary,53.420911,-2.212276
M192AF,P84027,WEST POINT MEDICAL CENTRE,Surgery,53.445978,-2.197586
M192DD,FK045,WESTPOINT PHARMACY,Dispensary,53.44429,-2.20107
M192DD,P2YC,WESTPOINT HEALTHCARE LTD,Pharmacy,53.44429,-2.20107
M193BS,P84053,ASHCROFT SURGERY,Surgery,53.445449,-2.19117
M193BS,FPV28,LLOYDSPHARMACY,Dispensary,53.445449,-2.19117
M193BX,Y04086,MFT ADULT COMMUNITY SERVICES,Surgery,53.446352,-2.188524
M193BX,Y05815,CMFT CONTINENCE PRESCRIBING SERVICE,Surgery,53.446352,-2.188524
M193BX,P84016,LEVENSHULME MEDICAL PRACTICE,Surgery,53.446352,-2.188524
M193DB,FX468,COHENS CHEMIST,Dispensary,53.446765,-2.188917
M193PJ,FPF99,ROBERTS GP LTD,Dispensary,53.44435,-2.19255
M193PJ,P01J,G. P. ROBERTS LTD,Pharmacy,53.44435,-2.19255
M201BH,P84056,PRINCESS ROAD SURGERY,Surgery,53.440374,-2.243625
M201BH,FFF38,COHENS CHEMIST,Dispensary,53.440374,-2.243625
M201EB,Y04605,SMGPF,Surgery,53.434307,-2.237795
M201EB,FPM85,LLOYDSPHARMACY,Dispensary,53.434307,-2.237795
M201EB,P84010,THE BORCHARDT MEDICAL CENTRE,Surgery,53.434307,-2.237795
M201JG,Y00111,MONET LODGE,Surgery,53.428648,-2.241527
M202DN,FV828,DIDSBURY PHARMACY,Dispensary,53.418842,-2.232112
M202DW,FFE98,BOOTS THE CHEMIST,Dispensary,53.417567,-2.231744
M202RN,FMX97,LLOYDSPHARMACY,Dispensary,53.413163,-2.231434
M202RN,P84034,BARLOW MEDICAL CENTRE,Surgery,53.413163,-2.231434
M202XA,Y01249,BUCCLEUCH LODGE ICF,Surgery,53.425891,-2.248027
M202YY,P2KF,VIRTUS HEALTHCARE LIMITED,Pharmacy,53.408738,-2.227167
M203BG,FTP04,WILMSLOW PHARMACY WITHINGTON,Dispensary,53.433869,-2.228717
M203HE,P84665,AL-SHIFA MEDICAL CENTRE,Surgery,53.433705,-2.229695
M203HE,FQJ53,WITHINGTON PHARMACY,Dispensary,53.433705,-2.229695
M203HE,P1PJ,GLOBAL MEDICINES LTD,Pharmacy,53.433705,-2.229695
M204SS,P84017,LADYBARN GROUP PRACTICE,Surgery,53.429923,-2.213962
M204SS,FL733,COHENS CHEMIST,Dispensary,53.429923,-2.213962
M205NA,Y05761,FRANCIS HOUSE HOSPICE,Surgery,53.411676,-2.22422
M205NP,FC028,TESCO IN-STORE PHARMACY,Dispensary,53.412277,-2.219575
M206BA,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,Surgery,53.420371,-2.231819
M206FJ,FX728,COCKER PHARMACY,Dispensary,53.421484,-2.217048
M206FJ,P58V,COCKER JB,Pharmacy,53.421484,-2.217048
M206HQ,FJE85,SALTS MEDILINK,Dispensary,53.416826,-2.224368
M206UR,FCT06,STERLING PHARMACY,Dispensary,53.424894,-2.235516
M206UR,P740,STERLING PHARMACY LTD,Pharmacy,53.424894,-2.235516
M206UR,P0N5,ZEMMEL J,Pharmacy,53.424894,-2.235516
M208LR,Y06083,DERMATOLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06089,GENERAL SURGERY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06086,ORTHOPAEDIC CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06093,ANTENATAL CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06092,SEXUAL MEDICINE CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06085,RHEUMATOLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06088,NEUROLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06087,GYNAECOLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06090,GASTROENTEROLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06084,UROLOGY CLINIC,Surgery,53.427332,-2.247825
M208LR,Y06091,ENT CLINIC,Surgery,53.427332,-2.247825
M210AS,FQF84,WELL,Dispensary,53.442642,-2.275404
M210UF,FC231,WILBRAHAM PHARMACY,Dispensary,53.442318,-2.271518
M210UF,P0Y9,KAPOOR PHARMACY SERVICE,Pharmacy,53.442318,-2.271518
M210UF,P85F,R & D CHEMIST,Pharmacy,53.442318,-2.271518
M210UF,P84071,WILBRAHAM SURGERY,Surgery,53.442318,-2.271518
M217NN,P59J,"MERSEYBANK PHARMACY, J. KHILOSIA",Pharmacy,53.42276,-2.263012
M217NN,FEW06,MERSEYBANK PHARMACY,Dispensary,53.42276,-2.263012
M217QY,P4HN,IMEDS4U LTD,Pharmacy,53.424502,-2.258643
M217QY,FWH81,MEDICUS PHARMACY,Dispensary,53.424502,-2.258643
M218HA,P0N4,PAUL BENSON LTD,Pharmacy,53.43186,-2.268652
M218HA,P84066,DAVID MEDICAL CENTRE,Surgery,53.43186,-2.268652
M218HA,FHL57,WELL,Dispensary,53.43186,-2.268652
M219AQ,FR454,BOOTS THE CHEMIST,Dispensary,53.442939,-2.278508
M219AS,FD142,EVEREST CHORLTON PHARMACY,Dispensary,53.442767,-2.278777
M219AS,P1PD,EVEREST HEALTHCARE LTD,Pharmacy,53.442767,-2.278777
M219EQ,P4EX,ACTIVE PHARMACARE LTD,Pharmacy,53.438378,-2.280555
M219EQ,FGV39,BEECH ROAD PHARMACY,Dispensary,53.438378,-2.280555
M219EQ,P85V,Y KAD LTD,Pharmacy,53.438378,-2.280555
M219EQ,P1MV,DVS HEALTHCARE LTD,Pharmacy,53.438378,-2.280555
M219NJ,P84068,CHORLTON FAMILY PRACTICE,Surgery,53.443773,-2.279717
M220EP,P84048,TREGENNA GROUP PRACTICE,Surgery,53.370756,-2.256528
M220LA,FA842,LLOYDSPHARMACY,Dispensary,53.370278,-2.257291
M224BT,Y07000,PES @ EYE2C OPTOMETRY MANCHESTER,Surgery,53.405584,-2.266591
M224DB,Y05810,COMMUNITY ENT SERVICE,Surgery,53.406329,-2.262369
M224DB,Y04787,BEACON MEDICAL SERVICES LIMITED,Surgery,53.406329,-2.262369
M224DH,P84012,NORTHENDEN GROUP PRACTICE,Surgery,53.406431,-2.265032
M224DH,FPE98,WELL,Dispensary,53.406431,-2.265032
M224HD,FM564,WELL,Dispensary,53.408516,-2.257598
M224PJ,Y05022,CONTINENCE PRESCRIBING SERVICE,Surgery,53.390625,-2.25528
M224PJ,Y04085,MFT CHILDRENS COMMUNITY SERVICES,Surgery,53.390625,-2.25528
M224PJ,Y02330,NURSING HOME PROJECT TEAM (SOUTH),Surgery,53.390625,-2.25528
M224PJ,Y04242,SOUTH NEIGHBOURHOOD TEAM,Surgery,53.390625,-2.25528
M224PJ,Y04087,UHSM COMMUNITY SERVICES,Surgery,53.390625,-2.25528
M224QN,FTA58,BENCHILL PHARMACY,Dispensary,53.388072,-2.254663
M224QN,P3N9,SUPER PHARM LIMITED,Pharmacy,53.388072,-2.254663
M225DW,P31Y,DEEN & CO LTD,Pharmacy,53.381524,-2.248039
M225DW,FCG28,LISTERS PHARMACY,Dispensary,53.381524,-2.248039
M225HZ,FCT29,ASDA PHARMACY,Dispensary,53.378563,-2.262437
M225LB,P85H,HOLLOWOOD CHEMISTS LTD,Pharmacy,53.368995,-2.239445
M225RN,FWT50,BOOTS THE CHEMIST,Dispensary,53.379276,-2.261751
M225RX,P84020,PEEL HALL MEDICAL CENTRE,Surgery,53.379925,-2.265017
M225RX,FWP71,LLOYDSPHARMACY,Dispensary,53.379925,-2.265017
M225RX,P84043,CORNISHWAY GROUP PRACTICE,Surgery,53.379925,-2.265017
M229TP,Y04584,INTERMEDIATE CARE (THE PEELE),Surgery,53.385779,-2.259671
M229UE,FWR76,WYTHENSHAWE PHARMACY,Dispensary,53.388388,-2.258965
M229UE,P781,WELLBRENT LTD,Pharmacy,53.388388,-2.258965
M229UH,P84029,BENCHILL MEDICAL PRACTICE,Surgery,53.386649,-2.255632
M229UH,P84014,RK MEDICAL PRACTICE,Surgery,53.386649,-2.255632
M230AH,FYN44,MOORCROFT PHARMACY,Dispensary,53.409423,-2.292955
M230AH,P47V,CARTWRIGHTS CHEMISTS LTD,Pharmacy,53.409423,-2.292955
M230BX,FPQ27,ROWLANDS PHARMACY,Dispensary,53.411045,-2.276463
M230PH,P84651,NORTHERN MOOR MEDICAL PRACTICE,Surgery,53.408049,-2.285109
M231JP,FNY09,WELL,Dispensary,53.395319,-2.288843
M231JX,FEP88,LLOYDSPHARMACY,Dispensary,53.393146,-2.285144
M231JX,P84024,BOWLAND MEDICAL PRACTICE,Surgery,53.393146,-2.285144
M232SY,FJ421,WELL,Dispensary,53.384846,-2.286712
M232SY,P84021,THE MAPLES MEDICAL CENTRE,Surgery,53.384846,-2.286712
M239AB,FRP10,THACKER'S PHARMACY,Dispensary,53.40104,-2.28807
M239AB,P84045,THE PARK MEDICAL CENTRE,Surgery,53.40104,-2.28807
M239AB,P14D,THACKERS PHARMACY LTD,Pharmacy,53.40104,-2.28807
M239AB,P0N8,THACKER P,Pharmacy,53.40104,-2.28807
M239JH,P84061,BROOKLANDS MEDICAL PRACTICE,Surgery,53.400982,-2.304253
M239PS,S7L0W,U&Z HEALTHCARE LTD,Pharmacy,53.39973,-2.305131
M239PS,FD700,BAGULEY PHARMACY,Dispensary,53.39973,-2.305131
M239RL,P84672,WOODLANDS MEDICAL PRACTICE,Surgery,53.406624,-2.31213
M239RL,FMG84,CARTER DAVID DISP CHEMIST,Dispensary,53.406624,-2.31213
M239TJ,FD095,TESCO IN-STORE PHARMACY,Dispensary,53.4003,-2.296653
M241HB,FRT78,TESCO INSTORE PHARMACY,Dispensary,53.548568,-2.199604
M241LW,FE287,LLOYDSPHARMACY,Dispensary,53.537273,-2.19261
M242AU,FDA04,YOUR LOCAL BOOTS PHARMACY,Dispensary,53.541857,-2.174915
M242AU,P86010,THE JUNCTION SURGERY,Surgery,53.541857,-2.174915
M242EL,Y05253,7 DAY ACCESS MIDDLETON HC,Surgery,53.54895,-2.172588
